init_goal,time
wp13_wp40,1.244425908997072838e+00
wp13_wp42,1.240503718996478710e+00
wp13_wp43,1.241167867003241554e+00
wp13_wp44,1.247725292996619828e+00
wp13_wp45,1.267975516006117687e+00
wp13_wp46,1.275250986000173725e+00
wp13_wp47,1.253803111998422537e+00
wp13_wp48,1.263777159998426214e+00
wp13_wp49,1.249123057998076547e+00
wp13_wp50,1.253248903994972352e+00
wp13_wp51,1.260153617993637454e+00
wp13_wp52,1.251233786002558190e+00
wp13_wp53,1.264614626001275610e+00
wp13_wp54,1.266268456995021552e+00
wp13_wp55,1.249273955996613950e+00
wp13_wp56,1.242610407003667206e+00
wp13_wp57,1.263962790995719843e+00
wp13_wp58,1.242388391998247243e+00
wp14_wp1,1.255312098001013510e+00
wp14_wp2,1.242680040995765012e+00
wp14_wp3,1.242120709997834638e+00
wp14_wp4,1.238044341000204440e+00
wp14_wp5,1.240184089001559187e+00
wp14_wp6,1.244900130004680250e+00
wp14_wp7,1.244442499999422580e+00
wp14_wp8,1.248930231005942915e+00
wp14_wp9,1.241798445997119416e+00
wp14_wp10,1.256846244999906048e+00
wp14_wp11,1.259050674001628067e+00
wp14_wp12,1.254589655996824149e+00
wp14_wp13,1.239997790995403193e+00
wp14_wp15,1.243736673000967130e+00
wp14_wp16,1.237882897999952547e+00
wp14_wp17,1.242440879999776371e+00
wp14_wp18,1.243988141999579966e+00
wp14_wp19,1.240131621998443734e+00
wp14_wp21,1.235973751005076338e+00
wp14_wp22,1.238852153001062106e+00
wp14_wp23,1.241143744999135379e+00
wp14_wp24,1.250206377997528762e+00
wp14_wp25,1.251481558996601962e+00
wp14_wp26,1.280855479999445379e+00
wp14_wp27,1.256591792000108398e+00
wp14_wp28,1.266568954000831582e+00
wp14_wp29,1.258421878999797627e+00
wp14_wp30,1.262064279995684046e+00
wp14_wp31,1.259810219002247322e+00
wp14_wp32,1.255857208998349961e+00
wp14_wp33,1.248086699000850786e+00
wp14_wp34,1.243620599001587834e+00
wp14_wp35,1.248009114999149460e+00
wp14_wp36,1.243314348997955676e+00
wp14_wp37,1.239884378002898302e+00
wp14_wp38,1.259754238002642523e+00
wp14_wp39,1.243516915994405281e+00
wp14_wp40,1.247605511998699512e+00
wp14_wp42,1.242968885002483148e+00
wp14_wp43,1.243091759002709296e+00
wp14_wp44,1.264177785000356380e+00
wp14_wp45,1.244684923003660515e+00
wp14_wp46,1.250586029993428383e+00
wp14_wp47,1.257916779999504797e+00
wp14_wp48,1.250290007999865338e+00
wp14_wp49,1.248296024998126086e+00
wp14_wp50,1.255140064000443090e+00
wp14_wp51,1.257630558997334447e+00
wp14_wp52,1.281722268002340570e+00
wp14_wp53,1.251728161994833499e+00
wp14_wp54,1.299113135995867196e+00
wp14_wp55,1.258866768999723718e+00
wp14_wp56,1.247602772004029248e+00
wp14_wp57,1.244131514002219774e+00
wp14_wp58,1.245265614001255017e+00
wp15_wp1,1.245616334999795072e+00
wp15_wp2,1.262339337998128030e+00
wp15_wp3,1.251944509000168182e+00
wp15_wp4,1.244063719997939188e+00
wp15_wp5,1.257855387004383374e+00
wp15_wp6,1.298219577998679597e+00
wp15_wp7,1.254349531998741440e+00
wp15_wp8,1.273223197000334039e+00
wp15_wp9,1.324909587005095091e+00
wp15_wp10,1.285029636004765052e+00
wp15_wp11,1.284003273001872003e+00
wp15_wp12,1.352133945001696702e+00
wp15_wp13,1.306794272000843193e+00
wp15_wp14,1.242150273996230680e+00
wp15_wp16,1.268433289005770348e+00
wp15_wp17,1.270792719995370135e+00
wp15_wp18,1.262283007003134117e+00
wp15_wp19,1.282852944001206197e+00
wp15_wp21,1.254388009998365305e+00
wp15_wp22,1.299647405001451261e+00
wp15_wp23,1.270236871998349670e+00
wp15_wp24,1.261948612998821773e+00
wp15_wp25,1.270931113998813089e+00
wp15_wp26,1.277430128000560217e+00
wp15_wp27,1.273405326006468385e+00
wp15_wp28,1.260178228003496770e+00
wp15_wp29,1.258522616000846028e+00
wp15_wp30,1.273348698996414896e+00
wp15_wp31,1.269164518002071418e+00
wp15_wp32,1.272404835995985195e+00
wp15_wp33,1.296425628999713808e+00
wp15_wp34,1.263895130003220402e+00
wp15_wp35,1.278079379997507203e+00
wp15_wp36,1.283859450006275438e+00
wp15_wp37,1.251254251998034306e+00
wp15_wp38,1.258276464999653399e+00
wp15_wp39,1.243922499001200777e+00
wp15_wp40,1.260589254001388326e+00
wp15_wp42,1.257774154997605365e+00
wp15_wp43,1.258079202998487744e+00
wp15_wp44,1.261539270999492146e+00
wp15_wp45,1.295975928005645983e+00
wp15_wp46,1.343057487996702548e+00
wp15_wp47,1.294406994995370042e+00
wp15_wp48,1.325279473996488377e+00
wp15_wp49,1.328658020000148099e+00
wp15_wp50,1.334114311997836921e+00
wp15_wp51,1.275303905000328086e+00
wp15_wp52,1.296063014997343998e+00
wp15_wp53,1.287691040000936482e+00
wp15_wp54,1.276833775998966303e+00
wp15_wp55,1.272786902998632286e+00
wp15_wp56,1.261455141997430474e+00
wp15_wp57,1.246912663998955395e+00
wp15_wp58,1.309331804004614241e+00
wp16_wp1,1.254823675000807270e+00
wp16_wp2,1.271969786997942720e+00
wp16_wp3,1.270913255997584201e+00
wp16_wp4,1.265703837998444214e+00
wp16_wp5,1.270728373005113099e+00
wp16_wp6,1.250349068002833519e+00
wp16_wp7,1.268306176003534347e+00
wp16_wp8,1.253803573999903165e+00
wp16_wp9,1.245970797994232271e+00
wp16_wp10,1.294599952001590282e+00
wp16_wp11,1.281733449999592267e+00
wp16_wp12,1.278071796994481701e+00
wp16_wp13,1.248701526004879270e+00
wp16_wp14,1.241702397994231433e+00
wp16_wp15,1.256573382001079153e+00
wp16_wp17,1.248920783997164108e+00
wp16_wp18,1.246137344001908787e+00
wp16_wp19,1.241146804997697473e+00
wp16_wp21,1.251209415000630543e+00
wp16_wp22,1.248183002004225273e+00
wp16_wp23,1.258472293993690982e+00
wp16_wp24,1.257990518999577034e+00
wp16_wp25,1.253109646000666544e+00
wp16_wp26,1.257658402995730285e+00
wp16_wp27,1.261817006998171564e+00
wp16_wp28,1.254033149001770653e+00
wp16_wp29,1.255540955993637908e+00
wp16_wp30,1.260054491001938004e+00
wp16_wp31,1.263173151004593819e+00
wp16_wp32,1.254988666005374398e+00
wp16_wp33,1.258479431999148801e+00
wp16_wp34,1.262515176000306383e+00
wp16_wp35,1.255253587005427107e+00
wp16_wp36,1.263816063998092432e+00
wp16_wp37,1.253520593003486283e+00
wp16_wp38,1.249756615005026106e+00
wp16_wp39,1.251785576998372562e+00
wp16_wp40,1.252454904999467544e+00
wp16_wp42,1.261620970995863900e+00
wp16_wp43,1.252860700995370280e+00
wp16_wp44,1.251734052006213460e+00
wp16_wp45,1.287039990005723666e+00
wp16_wp46,1.261534814999322407e+00
wp16_wp47,1.258014130005904008e+00
wp16_wp48,1.256793906002712902e+00
wp16_wp49,1.272602942000958137e+00
wp16_wp50,1.254607465998560656e+00
wp16_wp51,1.267139121999207418e+00
wp16_wp52,1.263599263002106454e+00
wp16_wp53,1.268812909002008382e+00
wp16_wp54,1.264460137994319666e+00
wp16_wp55,1.248938477001502179e+00
wp16_wp56,1.248803624002903234e+00
wp16_wp57,1.265645348998077679e+00
wp16_wp58,1.254572205994918477e+00
wp17_wp1,1.246098501993401442e+00
wp17_wp2,1.251027566999255214e+00
wp17_wp3,1.249770323003758676e+00
wp17_wp4,1.265784012000949588e+00
wp17_wp5,1.242932597000617534e+00
wp17_wp6,1.248529429998598062e+00
wp17_wp7,1.247422927997831721e+00
wp17_wp8,1.246388532003038563e+00
wp17_wp9,1.252069461996143218e+00
wp17_wp10,1.266639982000924647e+00
wp17_wp11,1.263665900005435105e+00
wp17_wp12,1.263491852994775400e+00
wp17_wp13,1.241204742997069843e+00
wp17_wp14,1.244235448000836186e+00
wp17_wp15,1.247436101999483071e+00
wp17_wp16,1.234425574999477249e+00
wp17_wp18,1.245364663001964800e+00
wp17_wp19,1.249004767996666487e+00
wp17_wp21,1.238755245001812000e+00
wp17_wp22,1.249405864000436850e+00
wp17_wp23,1.251632054998481181e+00
wp17_wp24,1.244870463000552263e+00
wp17_wp25,1.256004376999044325e+00
wp17_wp26,1.250560496999241877e+00
wp17_wp27,1.260604003000480589e+00
wp17_wp28,1.252220636997662950e+00
wp17_wp29,1.278826627996750176e+00
wp17_wp30,1.268456247998983599e+00
wp17_wp31,1.257914497000456322e+00
wp17_wp32,1.254195011999399867e+00
wp17_wp33,1.252585690999694634e+00
wp17_wp34,1.249208295994321816e+00
wp17_wp35,1.253497942998365033e+00
wp17_wp36,1.258087813999736682e+00
wp17_wp37,1.263753325001744088e+00
wp17_wp38,1.268905605997133534e+00
wp17_wp39,1.244972488995699678e+00
wp17_wp40,1.248307373003626708e+00
wp17_wp42,1.252461978998326231e+00
wp17_wp43,1.252379140998527873e+00
wp17_wp44,1.260732255999755580e+00
wp17_wp45,1.255201465006393846e+00
wp17_wp46,1.260956233003525995e+00
wp17_wp47,1.257412126004055608e+00
wp17_wp48,1.249752574003650807e+00
wp17_wp49,1.251484139997046441e+00
wp17_wp50,1.250954417002503760e+00
wp17_wp51,1.254690271001891233e+00
wp17_wp52,1.258286281001346651e+00
wp17_wp53,1.262954988000274170e+00
wp17_wp54,1.265719736002210993e+00
wp17_wp55,1.248525649003568105e+00
wp17_wp56,1.247025051998207346e+00
wp17_wp57,1.256043000001227483e+00
wp17_wp58,1.257152031997975428e+00
wp18_wp1,1.245830785002908669e+00
wp18_wp2,1.243473907001316547e+00
wp18_wp3,1.246039573001326062e+00
wp18_wp4,1.241955885998322628e+00
wp18_wp5,1.249244882004859392e+00
wp18_wp6,1.248082106001675129e+00
wp18_wp7,1.253069027996389195e+00
wp18_wp8,1.253769706003367901e+00
wp18_wp9,1.264310860999103170e+00
wp18_wp10,1.252757179994659964e+00
wp18_wp11,1.257238327001687139e+00
wp18_wp12,1.251676837004197296e+00
wp18_wp13,1.237420413002837449e+00
wp18_wp14,1.237506632001895923e+00
wp18_wp15,1.249215993004327174e+00
wp18_wp16,1.236392156002693810e+00
wp18_wp17,1.238016309995146003e+00
wp18_wp19,1.234374900996044744e+00
wp18_wp21,1.243134696997003630e+00
wp18_wp22,1.245601486996747553e+00
wp18_wp23,1.246182332004536875e+00
wp18_wp24,1.252641847000631969e+00
wp18_wp25,1.249898376001510769e+00
wp18_wp26,1.252060696999251377e+00
wp18_wp27,1.254303899004298728e+00
wp18_wp28,1.270226774999173358e+00
wp18_wp29,1.259968365993699990e+00
wp18_wp30,1.266630628997518215e+00
wp18_wp31,1.256555873005709145e+00
wp18_wp32,1.267108840998844244e+00
wp18_wp33,1.301672235000296496e+00
wp18_wp34,1.340092660000664182e+00
wp18_wp35,1.325651029997970909e+00
wp18_wp36,1.298904755996773019e+00
wp18_wp37,1.253967966003983747e+00
wp18_wp38,1.256300355002167635e+00
wp18_wp39,1.249294394998287316e+00
wp18_wp40,1.304107016003399622e+00
wp18_wp42,1.253410115998121910e+00
wp18_wp43,1.244592590002866928e+00
wp18_wp44,1.248715186004119460e+00
wp18_wp45,1.265868725000473205e+00
wp18_wp46,1.251954790001036599e+00
wp18_wp47,1.267998691997490823e+00
wp18_wp48,1.250420327996835113e+00
wp18_wp49,1.276648370003385935e+00
wp18_wp50,1.280273917000158690e+00
wp18_wp51,1.286943013001291547e+00
wp18_wp52,1.255939150003541727e+00
wp18_wp53,1.260768546999315731e+00
wp18_wp54,1.284045781998429447e+00
wp18_wp55,1.264580701994418632e+00
wp18_wp56,1.259500782995019108e+00
wp18_wp57,1.271365230997616891e+00
wp18_wp58,1.266101970002637245e+00
wp19_wp1,1.245104564994107932e+00
wp19_wp2,1.251439416002540383e+00
wp19_wp3,1.266287954000290483e+00
wp19_wp4,1.246718507005425636e+00
wp19_wp5,1.252923003994510509e+00
wp19_wp6,1.250190935999853536e+00
wp19_wp7,1.257323379999434110e+00
wp19_wp8,1.245932071004062891e+00
wp19_wp9,1.245879401998536196e+00
wp19_wp10,1.247234463997301646e+00
wp19_wp11,1.257570514004328288e+00
wp19_wp12,1.275651175004895777e+00
wp19_wp13,1.231418521994783077e+00
wp19_wp14,1.240364192999550141e+00
wp19_wp15,1.238834474002942443e+00
wp19_wp16,1.239369980998162646e+00
wp19_wp17,1.236901405995013192e+00
wp19_wp18,1.236696913001651410e+00
wp19_wp21,1.246196961001260206e+00
wp19_wp22,1.243091444004676305e+00
wp19_wp23,1.253152290999423712e+00
wp19_wp24,1.244619457997032441e+00
wp19_wp25,1.247385368005780037e+00
wp19_wp26,1.249250683002173901e+00
wp19_wp27,1.258594560000346974e+00
wp19_wp28,1.247215015006077010e+00
wp19_wp29,1.253964763003750704e+00
wp19_wp30,1.258870939993357752e+00
wp19_wp31,1.262297216002480127e+00
wp19_wp32,1.250491293998493347e+00
wp19_wp33,1.253459943996858783e+00
wp19_wp34,1.242037135998543818e+00
wp19_wp35,1.265746318000310566e+00
wp19_wp36,1.244516489001398440e+00
wp19_wp37,1.260516009999264497e+00
wp19_wp38,1.250577516002522316e+00
wp19_wp39,1.236930702005338389e+00
wp19_wp40,1.239064783003414050e+00
wp19_wp42,1.239884453003469389e+00
wp19_wp43,1.236632473999634385e+00
wp19_wp44,1.250517287997354288e+00
wp19_wp45,1.248324004998721648e+00
wp19_wp46,1.248959212003683206e+00
wp19_wp47,1.253279267999459989e+00
wp19_wp48,1.250063233004766516e+00
wp19_wp49,1.248411975000635721e+00
wp19_wp50,1.249583033997623716e+00
wp19_wp51,1.254528668003331404e+00
wp19_wp52,1.255991008998535108e+00
wp19_wp53,1.260960027000692207e+00
wp19_wp54,1.249602004005282652e+00
wp19_wp55,1.261847565001517069e+00
wp19_wp56,1.253255231997172814e+00
wp19_wp57,1.244824579000123776e+00
wp19_wp58,1.246317278004426043e+00
wp21_wp1,1.248393808004038874e+00
wp21_wp2,1.260345508999307640e+00
wp21_wp3,1.326654726995911915e+00
wp21_wp4,1.291005362996656913e+00
wp21_wp5,1.262376811995636672e+00
wp21_wp6,1.249437862999911886e+00
wp21_wp7,1.262072653000359423e+00
wp21_wp8,1.250990102998912334e+00
wp21_wp9,1.256786536003346555e+00
wp21_wp10,1.252534235994971823e+00
wp21_wp11,1.262845391000155360e+00
wp21_wp12,1.254440025993972085e+00
wp21_wp13,1.245696680001856294e+00
wp21_wp14,1.249561614000413101e+00
wp21_wp15,1.250610624003456905e+00
wp21_wp16,1.240239986000233330e+00
wp21_wp17,1.259554370000842027e+00
wp21_wp18,1.254705405997810885e+00
wp21_wp19,1.248698735005746130e+00
wp21_wp22,1.234063564996176865e+00
wp21_wp23,1.272008535997883882e+00
wp21_wp24,1.244184932002099231e+00
wp21_wp25,1.270033422006235924e+00
wp21_wp26,1.255292194000503514e+00
wp21_wp27,1.269534987994120456e+00
wp21_wp28,1.253946945995267015e+00
wp21_wp29,1.265602112005581148e+00
wp21_wp30,1.309540119000303093e+00
wp21_wp31,1.293054467998445034e+00
wp21_wp32,1.334091892000287771e+00
wp21_wp33,1.259824638000281993e+00
wp21_wp34,1.256377312005497515e+00
wp21_wp35,1.261880187004862819e+00
wp21_wp36,1.264528667001286522e+00
wp21_wp37,1.248579368999344297e+00
wp21_wp38,1.295832201998564415e+00
wp21_wp39,1.335651817993493751e+00
wp21_wp40,1.309967682995193172e+00
wp21_wp42,1.335204438997607213e+00
wp21_wp43,1.310366044999682344e+00
wp21_wp44,1.285977733001345769e+00
wp21_wp45,1.282326125998224597e+00
wp21_wp46,1.382352189997618552e+00
wp21_wp47,1.318460681999567896e+00
wp21_wp48,1.270778866004548036e+00
wp21_wp49,1.256920187996001914e+00
wp21_wp50,1.344589121006720234e+00
wp21_wp51,1.383520326002326328e+00
wp21_wp52,1.297976611997000873e+00
wp21_wp53,1.297335363000456709e+00
wp21_wp54,1.372798739001154900e+00
wp21_wp55,1.289198379003209993e+00
wp21_wp56,1.252993287002027500e+00
wp21_wp57,1.269615329001680948e+00
wp21_wp58,1.260675104000256397e+00
wp22_wp1,1.269693721005751286e+00
wp22_wp2,1.256717914999171626e+00
wp22_wp3,1.275010157994984183e+00
wp22_wp4,1.265499649001867510e+00
wp22_wp5,1.326197261994821019e+00
wp22_wp6,1.266083015994809102e+00
wp22_wp7,1.273798387999704573e+00
wp22_wp8,1.265925239000353031e+00
wp22_wp9,1.274173907004296780e+00
wp22_wp10,1.318847406000713818e+00
wp22_wp11,1.304123380999953952e+00
wp22_wp12,1.334063476999290287e+00
wp22_wp13,1.243864664000284392e+00
wp22_wp14,1.245139946004201192e+00
wp22_wp15,1.258208856001147069e+00
wp22_wp16,1.253159544998197816e+00
wp22_wp17,1.257013107002421748e+00
wp22_wp18,1.257303509002667852e+00
wp22_wp19,1.263923913000326138e+00
wp22_wp21,1.238429204000567552e+00
wp22_wp23,1.323378410997975152e+00
wp22_wp24,1.325253235001582652e+00
wp22_wp25,1.267171138999401592e+00
wp22_wp26,1.252861268003471196e+00
wp22_wp27,1.271205127995926887e+00
wp22_wp28,1.316367117993650027e+00
wp22_wp29,1.275758726995263714e+00
wp22_wp30,1.284880797000369057e+00
wp22_wp31,1.305453273002058268e+00
wp22_wp32,1.333344399005000014e+00
wp22_wp33,1.261059966003813315e+00
wp22_wp34,1.293098623995319940e+00
wp22_wp35,1.255430708995845634e+00
wp22_wp36,1.243135995995544363e+00
wp22_wp37,1.268350758000451606e+00
wp22_wp38,1.254269265002221800e+00
wp22_wp39,1.320739828006480820e+00
wp22_wp40,1.268810784997185692e+00
wp22_wp42,1.263198241998907179e+00
wp22_wp43,1.272794850003265310e+00
wp22_wp44,1.274401663002208807e+00
wp22_wp45,1.312562485996750183e+00
wp22_wp46,1.312205146998167038e+00
wp22_wp47,1.323569459003920201e+00
wp22_wp48,1.270481999999901745e+00
wp22_wp49,1.253735074002179317e+00
wp22_wp50,1.293882359997951426e+00
wp22_wp51,1.298346715004299767e+00
wp22_wp52,1.294707550005114172e+00
wp22_wp53,1.335451593004108872e+00
wp22_wp54,1.264204068997059949e+00
wp22_wp55,1.258095959994534496e+00
wp22_wp56,1.288556806997803506e+00
wp22_wp57,1.258922080996853765e+00
wp22_wp58,1.282059960001788568e+00
wp23_wp1,1.257912210996437352e+00
wp23_wp2,1.249437346996273845e+00
wp23_wp3,1.256192533997818828e+00
wp23_wp4,1.256052030003047548e+00
wp23_wp5,1.263198446999012958e+00
wp23_wp6,1.276190452001173981e+00
wp23_wp7,1.264771003996429499e+00
wp23_wp8,1.275913290999596938e+00
wp23_wp9,1.289259116994799115e+00
wp23_wp10,1.285116321996611077e+00
wp23_wp11,1.277973999000096228e+00
wp23_wp12,1.299936081995838322e+00
wp23_wp13,1.283268974999373313e+00
wp23_wp14,1.352219632004562300e+00
wp23_wp15,1.284018653997918591e+00
wp23_wp16,1.273249161997227930e+00
wp23_wp17,1.292569515004288405e+00
wp23_wp18,1.271156306996999774e+00
wp23_wp19,1.278664631005085539e+00
wp23_wp21,1.245887179997225758e+00
wp23_wp22,1.269400550998398103e+00
wp23_wp24,1.279149964000680484e+00
wp23_wp25,1.267312816002231557e+00
wp23_wp26,1.274185934002161957e+00
wp23_wp27,1.278042781996191479e+00
wp23_wp28,1.275984583000536077e+00
wp23_wp29,1.266246097999101039e+00
wp23_wp30,1.274713995000638533e+00
wp23_wp31,1.267258999003388453e+00
wp23_wp32,1.262100453997845761e+00
wp23_wp33,1.264889898004184943e+00
wp23_wp34,1.260234013003355358e+00
wp23_wp35,1.266181259998120368e+00
wp23_wp36,1.247984223002276849e+00
wp23_wp37,1.253792871997575276e+00
wp23_wp38,1.239813116000732407e+00
wp23_wp39,1.247401812004682142e+00
wp23_wp40,1.272725736998836510e+00
wp23_wp42,1.254984603001503274e+00
wp23_wp43,1.255630277999443933e+00
wp23_wp44,1.265546745002211537e+00
wp23_wp45,1.265552904995274730e+00
wp23_wp46,1.268580501993710641e+00
wp23_wp47,1.286031002004165202e+00
wp23_wp48,1.267514587998448405e+00
wp23_wp49,1.300557030997879338e+00
wp23_wp50,1.274641336996864993e+00
wp23_wp51,1.294829233003838453e+00
wp23_wp52,1.301450439998006914e+00
wp23_wp53,1.294752376998076215e+00
wp23_wp54,1.278438009001547471e+00
wp23_wp55,1.260097435995703563e+00
wp23_wp56,1.261031769994588103e+00
wp23_wp57,1.285469841997837648e+00
wp23_wp58,1.338024759003019426e+00
wp24_wp1,1.267809056997066364e+00
wp24_wp2,1.271956819000479300e+00
wp24_wp3,1.272291223001957405e+00
wp24_wp4,1.260639480999088846e+00
wp24_wp5,1.241464416998496745e+00
wp24_wp6,1.258333347999723628e+00
wp24_wp7,1.279491276996850502e+00
wp24_wp8,1.300972519005881622e+00
wp24_wp9,1.268079373003274668e+00
wp24_wp10,1.270275718001357745e+00
wp24_wp11,1.278832330004661344e+00
wp24_wp12,1.285509380002622493e+00
wp24_wp13,1.262231517997861374e+00
wp24_wp14,1.254341107000072952e+00
wp24_wp15,1.248619071004213765e+00
wp24_wp16,1.279729812995356042e+00
wp24_wp17,1.262431727001967374e+00
wp24_wp18,1.267771398001059424e+00
wp24_wp19,1.294024367998645175e+00
wp24_wp21,1.253847527994366828e+00
wp24_wp22,1.258220219999202527e+00
wp24_wp23,1.263533430996176321e+00
wp24_wp25,1.305090861002099700e+00
wp24_wp26,1.263513473000784870e+00
wp24_wp27,1.285197242999856826e+00
wp24_wp28,1.260825967001437675e+00
wp24_wp29,1.266263760000583716e+00
wp24_wp30,1.274773183999059256e+00
wp24_wp31,1.278790773001674097e+00
wp24_wp32,1.285664880997501314e+00
wp24_wp33,1.284192207000160124e+00
wp24_wp34,1.293042869998316746e+00
wp24_wp35,1.284591130999615416e+00
wp24_wp36,1.267636206001043320e+00
wp24_wp37,1.269216790999053046e+00
wp24_wp38,1.253265543993620668e+00
wp24_wp39,1.276822505999007262e+00
wp24_wp40,1.263772762002190575e+00
wp24_wp42,1.303267905001121107e+00
wp24_wp43,1.381707063002977520e+00
wp24_wp44,1.326070564995461609e+00
wp24_wp45,1.316575575998285785e+00
wp24_wp46,1.295022639002127107e+00
wp24_wp47,1.288588058996538166e+00
wp24_wp48,1.333949879001011141e+00
wp24_wp49,1.307408596003369894e+00
wp24_wp50,1.294784808997064829e+00
wp24_wp51,1.295184385002357885e+00
wp24_wp52,1.299547319998964667e+00
wp24_wp53,1.283371190998877864e+00
wp24_wp54,1.297670378000475466e+00
wp24_wp55,1.309002871006669011e+00
wp24_wp56,1.262824985999031924e+00
wp24_wp57,1.284431141000823118e+00
wp24_wp58,1.295681791001698002e+00
wp25_wp1,1.250568278999708127e+00
wp25_wp2,1.248646678999648429e+00
wp25_wp3,1.260178725002333522e+00
wp25_wp4,1.247825403996102978e+00
wp25_wp5,1.252677010001207236e+00
wp25_wp6,1.256187398998008575e+00
wp25_wp7,1.274039089999860153e+00
wp25_wp8,1.242624631995568052e+00
wp25_wp9,1.252613764001580421e+00
wp25_wp10,1.267334827003651299e+00
wp25_wp11,1.257555827003670856e+00
wp25_wp12,1.291451632998359855e+00
wp25_wp13,1.277251583996985573e+00
wp25_wp14,1.264208877997589298e+00
wp25_wp15,1.256854790997749660e+00
wp25_wp16,1.252907756002969109e+00
wp25_wp17,1.257313246998819523e+00
wp25_wp18,1.275491899003100116e+00
wp25_wp19,1.328147932996216696e+00
wp25_wp21,1.310244827000133228e+00
wp25_wp22,1.264222095996956341e+00
wp25_wp23,1.283872558000439312e+00
wp25_wp24,1.268082369002513587e+00
wp25_wp26,1.243371163000119850e+00
wp25_wp27,1.264889524994941894e+00
wp25_wp28,1.283546682003361639e+00
wp25_wp29,1.320507192998775281e+00
wp25_wp30,1.326060238003265113e+00
wp25_wp31,1.255447358002129477e+00
wp25_wp32,1.253306828002678230e+00
wp25_wp33,1.251663729999563657e+00
wp25_wp34,1.255781722997198813e+00
wp25_wp35,1.267116540002461988e+00
wp25_wp36,1.248418518000107724e+00
wp25_wp37,1.252456130998325534e+00
wp25_wp38,1.261080484000558499e+00
wp25_wp39,1.283870961997308768e+00
wp25_wp40,1.290323458000784740e+00
wp25_wp42,1.258245990000432357e+00
wp25_wp43,1.256411893999029417e+00
wp25_wp44,1.258224090001021978e+00
wp25_wp45,1.251652513004955836e+00
wp25_wp46,1.251824935003241990e+00
wp25_wp47,1.258149923000019044e+00
wp25_wp48,1.246086726998328231e+00
wp25_wp49,1.262767662999976892e+00
wp25_wp50,1.244837784994160756e+00
wp25_wp51,1.257264500003657304e+00
wp25_wp52,1.273687943001277745e+00
wp25_wp53,1.371411385000101291e+00
wp25_wp54,1.262905930001579691e+00
wp25_wp55,1.290503010000975337e+00
wp25_wp56,1.255897749004361685e+00
wp25_wp57,1.269127435996779241e+00
wp25_wp58,1.325339824004913680e+00
wp26_wp1,1.298569089994998649e+00
wp26_wp2,1.262896897002065089e+00
wp26_wp3,1.279320712004846428e+00
wp26_wp4,1.302483924999251030e+00
wp26_wp5,1.254446710001502652e+00
wp26_wp6,1.250776827000663616e+00
wp26_wp7,1.306041443000140134e+00
wp26_wp8,1.267635602001973893e+00
wp26_wp9,1.262587370998517144e+00
wp26_wp10,1.262005535005300771e+00
wp26_wp11,1.315883203002158552e+00
wp26_wp12,1.246017797006061301e+00
wp26_wp13,1.255217635000008158e+00
wp26_wp14,1.261080618998676073e+00
wp26_wp15,1.264559609000571072e+00
wp26_wp16,1.261752583995985333e+00
wp26_wp17,1.268647738004801795e+00
wp26_wp18,1.266066995995061006e+00
wp26_wp19,1.263927118998253718e+00
wp26_wp21,1.275979045996791683e+00
wp26_wp22,1.267060694000974763e+00
wp26_wp23,1.275264311996579636e+00
wp26_wp24,1.270728598996356595e+00
wp26_wp25,1.248530778000713326e+00
wp26_wp27,1.240648320002947003e+00
wp26_wp28,1.255952784005785361e+00
wp26_wp29,1.263139209004293662e+00
wp26_wp30,1.257715396997809876e+00
wp26_wp31,1.256988371002080385e+00
wp26_wp32,1.251741387997753918e+00
wp26_wp33,1.253226843000447843e+00
wp26_wp34,1.248882599000353366e+00
wp26_wp35,1.243999735001125373e+00
wp26_wp36,1.312629243999253958e+00
wp26_wp37,1.270207568995829206e+00
wp26_wp38,1.283070972000132315e+00
wp26_wp39,1.272038210998289287e+00
wp26_wp40,1.271628905997204129e+00
wp26_wp42,1.343068134003260639e+00
wp26_wp43,1.273478893999708816e+00
wp26_wp44,1.263451620005071163e+00
wp26_wp45,1.268484792999515776e+00
wp26_wp46,1.296499143005348742e+00
wp26_wp47,1.271022286004154012e+00
wp26_wp48,1.268288970000867266e+00
wp26_wp49,1.271258868000586517e+00
wp26_wp50,1.274730083001486491e+00
wp26_wp51,1.251558964999276213e+00
wp26_wp52,1.249239370998111553e+00
wp26_wp53,1.249670366996724624e+00
wp26_wp54,1.271959719000733458e+00
wp26_wp55,1.256737671996233985e+00
wp26_wp56,1.289218283003719989e+00
wp26_wp57,1.268352792001678608e+00
wp26_wp58,1.284505068993894383e+00
wp27_wp1,1.265900821003015153e+00
wp27_wp2,1.265395879003335722e+00
wp27_wp3,1.267845788002887275e+00
wp27_wp4,1.301521692003007047e+00
wp27_wp5,1.267945993997273035e+00
wp27_wp6,1.265754740001284517e+00
wp27_wp7,1.301619898003991693e+00
wp27_wp8,1.262295590000576340e+00
wp27_wp9,1.260279702000843827e+00
wp27_wp10,1.244485376002558041e+00
wp27_wp11,1.241376488003879786e+00
wp27_wp12,1.250373146001948044e+00
wp27_wp13,1.259862705999694299e+00
wp27_wp14,1.262412571006279904e+00
wp27_wp15,1.279326310002943501e+00
wp27_wp16,1.292850126999837812e+00
wp27_wp17,1.334073864003585186e+00
wp27_wp18,1.267479849004303105e+00
wp27_wp19,1.264035713997145649e+00
wp27_wp21,1.292459388001589105e+00
wp27_wp22,1.270405996001500171e+00
